timestamp,label_id,gsv_panorama_id,sv_image_x,sv_image_y,validation_result,label_type
2019-04-15 23:33:19.822-07,834,yfHlZtI49FOPmIouR0BBKQ,13182,-477,agree,CurbRamp
2019-04-15 23:33:22.181-07,1264,fz5xclCGUL9z1Oy-o3orFA,5298,-509,agree,CurbRamp
2019-04-15 23:34:56.519-07,3249,nC0E3q3UrWGGC-bBmo-tZQ,1078,-431,agree,Obstacle
2019-04-15 23:33:02.88-07,748,4hG3lFtq1TUcNVnOA5L08Q,1656,-469,unclear,CurbRamp
2019-04-15 23:29:15.045-07,389,idYCvlxAe29SD5bymWo-7w,13162,-238,agree,CurbRamp
2019-04-15 23:33:18.856-07,3024,m4xUxuoEGbldauUUOstvJg,11712,-317,agree,CurbRamp
2019-04-15 23:34:38.869-07,1966,DaDkEo_RMthIinrYO1AmRg,10970,-483,agree,Obstacle
2019-04-15 23:30:15.537-07,2885,kQet6IWS8yC01ItLBg5JJw,8506,-430,agree,NoCurbRamp
2019-04-15 23:32:59.314-07,2313,-QkvG5P2P09lmck5IXubVw,6626,-311,agree,CurbRamp
2019-04-15 23:33:25.744-07,941,rmiHQyvoRbz9ozkfMWjdKA,1361,-401,agree,CurbRamp
2019-04-15 23:33:59.436-07,2604,DdtU3dWiR88_BQN2zlaBCA,1907,-861,unclear,Obstacle
2019-04-15 23:34:52.977-07,1551,tFcItjmnGc2OC6Hy6tJsFg,1965,-166,unclear,Obstacle
2019-04-15 23:35:50.454-07,3146,9LmT0zyoYDNw9cjL36cf6w,833,-535,agree,Obstacle
2019-04-15 23:58:44.376-07,958,fq_4--GP7pK42KmVQKnuGA,2569,-374,disagree,CurbRamp
2019-04-15 23:59:28.759-07,2362,wgUP0y2QWkoHMbPypGsSkw,9214,-343,agree,CurbRamp
2019-04-16 00:01:24.355-07,657,WoQQ5Drr4c7oTYtoYoYUpQ,10533,-643,agree,CurbRamp
2019-04-16 00:05:26.84-07,3249,nC0E3q3UrWGGC-bBmo-tZQ,1078,-431,agree,Obstacle
2019-04-16 00:04:15.439-07,2593,3vx8IFgvdRqa4Zw3eYeGSA,3045,-688,disagree,SurfaceProblem
2019-04-16 00:32:36.066-07,2693,Jr69Zxnq1K5tYzT2BANr9A,980,-854,agree,CurbRamp
2019-04-16 00:02:27.736-07,1823,2u2bu486JRAt5O7MRS4lbA,9741,-208,agree,NoCurbRamp
2019-04-16 00:29:40.662-07,1685,yR51O4ESGrxvZxlaO6bi7A,2083,-177,agree,NoCurbRamp
2019-04-16 00:02:32.233-07,1820,2u2bu486JRAt5O7MRS4lbA,922,-914,agree,NoCurbRamp
2019-04-16 00:04:05.086-07,879,uj5JioLmsHq0HYFYdc2RDA,8912,-661,agree,SurfaceProblem
2019-04-16 00:34:19.094-07,948,RdPh55TO1c_o8XsnmFgGxQ,1152,-29,disagree,Obstacle
2019-04-16 00:02:42.915-07,2485,C53067ydrIIbtOGk9Vb7Zw,7320,-462,disagree,NoCurbRamp
2019-04-16 00:06:05.174-07,1478,J8iiaRoudF78zOdZ4Mp0Zg,7500,-710,agree,Obstacle
2019-04-16 00:29:10.066-07,3146,9LmT0zyoYDNw9cjL36cf6w,833,-535,disagree,Obstacle
2019-04-16 00:29:42.158-07,1242,5SvRGy3MIZ3mAuSf7bWoVg,3403,-542,agree,NoCurbRamp
2019-04-16 00:29:50.251-07,2953,ecIueXle-oA4ZYUW-tQEfw,12516,-504,disagree,NoCurbRamp
2019-04-16 00:29:51.779-07,1060,YYphuyoJuOKXQ5SKeDNLZw,7719,-491,agree,NoCurbRamp
2019-04-16 00:30:41.837-07,3161,BGO76OfaoW-hvkHw10nUXA,3527,-425,agree,NoCurbRamp
2019-04-16 00:30:43.233-07,1332,KfDemhhb5ZW425lspYnvWg,2129,-365,agree,NoCurbRamp
2019-04-16 00:30:46.442-07,1823,2u2bu486JRAt5O7MRS4lbA,9741,-208,agree,NoCurbRamp
2019-04-16 00:30:52.838-07,1823,2u2bu486JRAt5O7MRS4lbA,9741,-208,agree,NoCurbRamp
2019-04-16 00:31:06.877-07,879,uj5JioLmsHq0HYFYdc2RDA,8912,-661,disagree,SurfaceProblem
2019-04-16 00:31:07.536-07,3146,9LmT0zyoYDNw9cjL36cf6w,833,-535,agree,Obstacle
2019-04-16 00:32:31.917-07,1551,tFcItjmnGc2OC6Hy6tJsFg,1965,-166,disagree,Obstacle
2019-04-16 02:47:32.439-07,2694,1fOXe63wjVm1dGOm501Lgg,6236,-902,agree,CurbRamp
2019-04-16 02:48:31.68-07,304,Zezsvr7XeNaoSGgSjOf3gA,10701,-82,agree,SurfaceProblem
2019-04-16 02:50:48.962-07,2484,C53067ydrIIbtOGk9Vb7Zw,7065,-432,agree,Obstacle
2019-04-16 02:50:56.799-07,3460,JTPGEvXhCsZJIiiSV8zUNg,5305,-1397,disagree,Obstacle
2019-04-16 02:52:35.101-07,685,h23DpudAUQLh6JtsZcPseg,2514,-770,agree,SurfaceProblem
2019-04-16 02:53:34.236-07,1052,oqP7byVfpym5eotQ9U4fdA,2266,-330,agree,SurfaceProblem
2019-04-16 02:53:38.131-07,1048,R6cNkGxKbE8lgfRyF-Gweg,2279,-354,agree,SurfaceProblem
2019-04-16 02:53:46.863-07,2490,C53067ydrIIbtOGk9Vb7Zw,12454,-424,disagree,NoCurbRamp
2019-04-16 07:28:22.927-07,1483,lnqOidrfYokO7MFMI2c3iA,9655,-963,agree,CurbRamp
2019-04-16 07:29:05.502-07,792,v-3mcjuEh-UvHpcMV8wTZA,5747,-337,agree,CurbRamp
2019-04-16 07:29:20.474-07,3188,APlBRmSPN4e9PQ_kVz09Mg,10247,-336,agree,CurbRamp
2019-04-16 08:48:42.201-07,2307,nNa7rni0Jsc072VR35NrMA,5141,-590,agree,SurfaceProblem
2019-04-16 10:10:22.011-07,3205,SaKr-bpdbnxS-MOqoU_d5w,750,-127,disagree,Obstacle
2019-04-16 10:14:45.634-07,1815,g3MoK7ZQrv5xFgnuhfx-dA,8977,34,agree,Obstacle
2019-04-16 10:16:00.916-07,2235,zcQ4wl8yecuyF8fAXvOqcw,1839,-535,disagree,SurfaceProblem
2019-04-16 10:18:07.513-07,2986,7H-FaY5T73EIuD1JVDsa3g,4790,-533,unclear,SurfaceProblem
2019-04-16 10:24:41.698-07,2158,-BPVTwhyTejjLbIJiUVYIQ,5634,-918,agree,NoCurbRamp
2019-04-16 12:01:31.812-07,3401,KCe4bSr7VfB-KnwE2M_x0g,8933,-473,disagree,Obstacle
2019-04-16 12:01:52.83-07,2749,OHKc8bLhaLMewoVFApAzgw,4772,-442,agree,SurfaceProblem
2019-04-16 12:09:18.709-07,1048,R6cNkGxKbE8lgfRyF-Gweg,2279,-354,agree,SurfaceProblem
2019-04-16 12:17:02.21-07,871,4CjBXVT4iCCWfww_hb5Lhw,5267,-490,unclear,SurfaceProblem
2019-04-16 12:39:14.422-07,1080,dXGN2UENaBveqNuIOj6U-g,4389,-682,disagree,SurfaceProblem
2019-04-16 12:18:37.018-07,2827,fG626LJSZihFYfCYpVItOA,3315,-885,disagree,Obstacle
2019-04-16 12:24:19.646-07,3094,UsVe_TOUf1eMKDP0t3vYkw,4663,-341,agree,CurbRamp
2019-04-16 12:45:07.515-07,3236,Z_UozoLgqo8Y5EIZ9Gz7cg,13272,-616,agree,NoCurbRamp
2019-04-16 12:52:03.18-07,3434,ZwnmaRrJ0Wy4GqBPJQRrZw,11272,-564,disagree,CurbRamp
2019-04-16 12:21:15.396-07,547,QOj07LM2sJRztq0zpQgdiA,4145,-501,agree,SurfaceProblem
2019-04-16 12:18:58.238-07,3205,SaKr-bpdbnxS-MOqoU_d5w,750,-127,disagree,Obstacle
2019-04-16 12:23:51.49-07,1231,ldonyg07uBZaBZdsoLo-4w,1495,-630,agree,CurbRamp
2019-04-16 12:25:44.523-07,538,7cwGTyrtV6yKUtHO6TmUew,5460,-483,agree,NoCurbRamp
2019-04-16 12:31:06.756-07,3472,LIaF_YuJReIDZT6MC9yCkA,2978,-373,agree,CurbRamp
2019-04-16 12:32:57.597-07,1141,QleGS_DWou9lxMCVqcbdGw,9076,-742,agree,SurfaceProblem
2019-04-16 12:19:06.515-07,2484,C53067ydrIIbtOGk9Vb7Zw,7065,-432,agree,Obstacle
2019-04-16 12:21:07.436-07,2986,7H-FaY5T73EIuD1JVDsa3g,4790,-533,agree,SurfaceProblem
2019-04-16 12:40:25.469-07,1316,JUIXlBsOzNBvRpBi8FUu2Q,8451,-575,disagree,SurfaceProblem
2019-04-16 12:43:48.001-07,493,ENwChk0mv975oT08FxdQGQ,8440,-990,disagree,SurfaceProblem
2019-04-16 12:51:20.618-07,1080,dXGN2UENaBveqNuIOj6U-g,4389,-682,disagree,SurfaceProblem
2019-04-16 12:51:33.225-07,3457,bTR7J-3HbkfQly5-j3pqgQ,3655,-1568,agree,CurbRamp
2019-04-16 12:52:12.115-07,2319,a7NJpGib_0iOY52_ix6Vcw,5163,-741,agree,CurbRamp
2019-04-16 12:53:39.435-07,1062,YYphuyoJuOKXQ5SKeDNLZw,11378,-668,agree,SurfaceProblem
2019-04-16 12:58:25.439-07,1080,dXGN2UENaBveqNuIOj6U-g,4389,-682,agree,SurfaceProblem
2019-04-16 13:11:23.393-07,2256,tZHOrrbDCzp4891QzpNGjw,7383,-526,agree,SurfaceProblem
2019-04-16 13:17:45.644-07,227,U-aA9ZXvFpX_IZLwNb-VRQ,11357,-820,agree,NoCurbRamp
2019-04-16 13:21:30.75-07,1064,YYphuyoJuOKXQ5SKeDNLZw,11424,-980,disagree,SurfaceProblem
2019-04-16 13:22:54.045-07,2050,JgpD-kScuKWBOuXpipBnRg,7385,-525,agree,CurbRamp
2019-04-16 13:28:57.269-07,121,HTZEaw8gPnRj6ltd83FYaQ,9323,-235,agree,CurbRamp
2019-04-16 13:27:52.395-07,1096,IT2dfDwuT3ILynWGk5l2mQ,6969,-466,agree,NoCurbRamp
2019-04-16 12:53:51.28-07,2749,OHKc8bLhaLMewoVFApAzgw,4772,-442,agree,SurfaceProblem
2019-04-16 12:57:54.033-07,2827,fG626LJSZihFYfCYpVItOA,3315,-885,agree,Obstacle
2019-04-16 13:11:33.592-07,2986,7H-FaY5T73EIuD1JVDsa3g,4790,-533,agree,SurfaceProblem
2019-04-16 13:19:13.037-07,1062,YYphuyoJuOKXQ5SKeDNLZw,11378,-668,agree,SurfaceProblem
2019-04-16 13:31:09.333-07,1316,JUIXlBsOzNBvRpBi8FUu2Q,8451,-575,agree,SurfaceProblem
2019-04-16 12:57:02.93-07,3152,cCrayTbMqZM40aLipINa4g,12252,-251,agree,SurfaceProblem
2019-04-16 12:54:59.946-07,2082,1wKA2Mzl4Pj5le1zvFu1Mg,3717,-1564,agree,CurbRamp
2019-04-16 13:10:48.107-07,466,_zDerr4r6cyvipeYfrVVJQ,2242,-394,disagree,CurbRamp
2019-04-16 13:27:51.016-07,97,prMAsZ283Q-GBpPv9OA2IQ,7370,-503,agree,NoCurbRamp
2019-04-16 13:28:01.026-07,556,V-L9_vKYo_c8ftXiiIei2w,2872,-443,agree,NoCurbRamp
2019-04-16 13:29:23.568-07,880,uj5JioLmsHq0HYFYdc2RDA,8476,-620,agree,CurbRamp
2019-04-16 12:55:09.163-07,2040,H9irm0Y2GJSIRrDPiVN3iQ,12243,-551,unclear,CurbRamp
2019-04-16 12:55:53.187-07,2988,EcbSAdjcTK4heDn52P_zDg,5512,-462,unclear,Obstacle
2019-04-16 12:56:29.922-07,2490,C53067ydrIIbtOGk9Vb7Zw,12454,-424,agree,NoCurbRamp
2019-04-16 12:56:39.57-07,2158,-BPVTwhyTejjLbIJiUVYIQ,5634,-918,unclear,NoCurbRamp
2019-04-16 12:58:43.952-07,3422,jz2HcAXnJCF14BiAgGanag,8172,-1058,agree,SurfaceProblem
2019-04-16 13:18:29.499-07,2483,C53067ydrIIbtOGk9Vb7Zw,6856,-441,agree,NoCurbRamp
2019-04-16 13:19:11.684-07,2307,nNa7rni0Jsc072VR35NrMA,5141,-590,agree,SurfaceProblem
2019-04-16 13:22:00.506-07,2531,YYa-FO2WqOWrz9g4KpdRdQ,9859,-545,agree,CurbRamp
2019-04-16 13:22:50.804-07,2249,SRG906w3fPYbwnK88nO22w,1956,-689,agree,CurbRamp
2019-04-16 13:30:04.25-07,2345,OOMnOikAYr4y04vsR-htYg,6078,-548,disagree,Obstacle
2019-04-16 13:28:27.557-07,2525,aVGpSW9jgx0q5D-t1qlpVw,10123,-690,unclear,SurfaceProblem
2019-04-16 13:29:21.764-07,754,LJKMolMCK94y0JY9-dioXg,8338,-1536,agree,CurbRamp
2019-04-16 13:56:08.963-07,2045,AqghSwW5QZ9R_VXQfVoGFw,9310,-761,agree,NoCurbRamp
2019-04-16 13:59:12.92-07,3512,4rjkXMHmydAqD2G4eqYNYg,12313,-454,disagree,Obstacle
2019-04-16 14:00:34.083-07,2235,zcQ4wl8yecuyF8fAXvOqcw,1839,-535,disagree,SurfaceProblem
2019-04-16 14:01:29.261-07,2391,s4F343wPHOpKwZIt9qCQWg,9874,-358,disagree,SurfaceProblem
2019-04-16 14:02:02.09-07,1096,IT2dfDwuT3ILynWGk5l2mQ,6969,-466,agree,NoCurbRamp
2019-04-16 14:02:56.8-07,3772,eNqiGn83ODwdnOTIdfqiUw,11572,-397,agree,CurbRamp
2019-04-16 14:03:02.503-07,3772,eNqiGn83ODwdnOTIdfqiUw,11572,-397,agree,CurbRamp
2019-04-16 14:03:05.187-07,404,b8uMSrUFLW_ZOlvDrmXCdw,6168,-495,agree,CurbRamp
2019-04-16 14:39:37.245-07,1141,QleGS_DWou9lxMCVqcbdGw,9076,-742,disagree,SurfaceProblem
2019-04-16 15:15:37.763-07,4082,harr10Xm1B_Zuh0B3jfCDg,2753,-595,unclear,NoCurbRamp
2019-04-16 15:16:25.524-07,294,pn4K6uKsurl7qs5Dx8eUaA,761,-613,agree,SurfaceProblem
2019-04-16 15:49:57.294-07,3236,Z_UozoLgqo8Y5EIZ9Gz7cg,13272,-616,agree,NoCurbRamp
2019-04-16 15:50:27.889-07,121,HTZEaw8gPnRj6ltd83FYaQ,9323,-235,agree,CurbRamp
2019-04-16 15:50:33.535-07,59,dd3XXVb8eaIf5FcUAMqySg,3740,-438,agree,NoCurbRamp
2019-04-16 15:52:10.392-07,493,ENwChk0mv975oT08FxdQGQ,8440,-990,agree,SurfaceProblem
2019-04-16 16:04:39.145-07,3858,vdc9lhU6dlmlnkIBBQp6Yg,6845,-841,agree,CurbRamp
2019-04-16 15:17:20.543-07,485,gp_qMztZRvfzZ3kaiHSgjg,2653,-244,agree,CurbRamp
2019-04-16 15:34:12.428-07,1064,YYphuyoJuOKXQ5SKeDNLZw,11424,-980,agree,SurfaceProblem
2019-04-16 15:49:52.658-07,4082,harr10Xm1B_Zuh0B3jfCDg,2753,-595,disagree,NoCurbRamp
2019-04-16 15:17:21.893-07,1644,XQYW0DFkeikkZ0-m8EXQbA,7344,-321,agree,CurbRamp
2019-04-16 15:34:19.883-07,2370,b05bVgHc23RzOjyHfv6Qtw,12383,-827,disagree,SurfaceProblem
2019-04-16 15:49:40.174-07,538,7cwGTyrtV6yKUtHO6TmUew,5460,-483,agree,NoCurbRamp
2019-04-16 15:51:08.687-07,3333,hj7Bi8wXUwXz9TeEK5Afsw,987,-231,agree,NoCurbRamp
2019-04-16 15:53:56.591-07,4199,7UIE4y4L9-wC2z1B8FEi4w,4168,-340,agree,NoCurbRamp
2019-04-16 15:51:16.03-07,1064,YYphuyoJuOKXQ5SKeDNLZw,11424,-980,disagree,SurfaceProblem
2019-04-16 15:53:55.419-07,2158,-BPVTwhyTejjLbIJiUVYIQ,5634,-918,agree,NoCurbRamp
2019-04-16 15:50:01.98-07,3186,APlBRmSPN4e9PQ_kVz09Mg,9680,-343,agree,NoCurbRamp
2019-04-16 15:51:14.962-07,3807,BOvhSZypNJuzZXytc5YiUQ,2071,-437,agree,NoCurbRamp
2019-04-16 15:55:13.54-07,4009,zjbVgxW3gmPO2G-XBD4AmA,1085,-292,agree,NoCurbRamp
2019-04-16 16:02:31.184-07,2484,C53067ydrIIbtOGk9Vb7Zw,7065,-432,agree,Obstacle
2019-04-16 16:09:42.785-07,1835,JZRKM5-Fqxc4u1VDHhRRKQ,4471,-341,agree,NoCurbRamp
2019-04-16 16:10:32.744-07,438,Y8my1cju0ZJm790K50k4yQ,12721,-621,agree,NoCurbRamp
2019-04-16 16:34:08.713-07,2988,EcbSAdjcTK4heDn52P_zDg,5512,-462,agree,Obstacle
2019-04-16 16:48:20.923-07,2988,EcbSAdjcTK4heDn52P_zDg,5512,-462,disagree,Obstacle
2019-04-16 16:57:18.428-07,538,7cwGTyrtV6yKUtHO6TmUew,5460,-483,agree,NoCurbRamp
2019-04-16 16:57:35.099-07,2760,GAlXy4gZDNSrU8_p9CFwXg,989,-420,agree,CurbRamp
2019-04-16 16:57:52.083-07,2915,TbnddpqaS4yDkFgxrQEK5Q,2015,-153,agree,CurbRamp
2019-04-16 16:58:12.597-07,3850,8k3qbXd1dtjQHJUa_GUesg,9984,-304,agree,CurbRamp
2019-04-16 17:25:08.11-07,3512,4rjkXMHmydAqD2G4eqYNYg,12313,-454,agree,Obstacle
2019-04-16 17:29:32.383-07,4072,_tRAfCvl_Ffq_ojGtma-Rg,9434,-306,disagree,SurfaceProblem
2019-04-16 17:34:15.611-07,2460,0-u8pBalbAgCOz4T4-JGlg,12775,-870,agree,NoCurbRamp
2019-04-16 17:36:48.531-07,556,V-L9_vKYo_c8ftXiiIei2w,2872,-443,agree,NoCurbRamp
2019-04-16 17:36:28.872-07,1768,yt6KitTEDAm1JeRSKX0LzA,13270,-638,agree,SurfaceProblem
2019-04-16 17:37:01.347-07,686,tNH4DUVFBqPJQzeTB_TYrw,2431,-747,disagree,SurfaceProblem
2019-04-16 17:38:49.747-07,893,vBRjYSo2WAiZh0hTbiK3wQ,7608,-390,agree,NoCurbRamp
2019-04-16 17:39:08.458-07,4123,GzuJbGhFP6uVjhZvrCQu4A,1622,-579,agree,SurfaceProblem
2019-04-16 17:59:16.859-07,1052,oqP7byVfpym5eotQ9U4fdA,2266,-330,agree,SurfaceProblem
2019-04-16 17:38:24.301-07,3352,1CFSyybZ8z6-j0nesmhcqg,11041,-568,agree,NoCurbRamp
2019-04-16 18:20:33.946-07,839,_HyIkEBqKhagZeQJ1NO17w,4506,-482,agree,SurfaceProblem
2019-04-16 18:23:29.495-07,3786,QhBloqxUTaPKfGZ6x4DS6g,1440,-618,agree,NoCurbRamp
2019-04-16 18:20:40.991-07,2391,s4F343wPHOpKwZIt9qCQWg,9874,-358,disagree,SurfaceProblem
2019-04-16 18:21:28.162-07,4446,qQ48eS_nzkq7g07Whpf70Q,11472,-611,agree,SurfaceProblem
2019-04-16 18:22:03.17-07,2560,tOy882rkHwRTi2BEp0_4AA,3024,-923,agree,CurbRamp
2019-04-16 18:22:13.04-07,3152,cCrayTbMqZM40aLipINa4g,12252,-251,agree,SurfaceProblem
2019-04-16 18:22:06.36-07,1062,YYphuyoJuOKXQ5SKeDNLZw,11378,-668,agree,SurfaceProblem
2019-04-16 18:18:37.575-07,1080,dXGN2UENaBveqNuIOj6U-g,4389,-682,agree,SurfaceProblem
2019-04-16 18:19:35.604-07,2846,7qrKjfhaDq5SpdOyudgsxg,6079,-278,agree,CurbRamp
2019-04-16 18:19:44.589-07,4054,672kryCOVs3sjKG72TYR3g,11973,-236,agree,CurbRamp
2019-04-16 18:21:10.6-07,2986,7H-FaY5T73EIuD1JVDsa3g,4790,-533,agree,SurfaceProblem
2019-04-16 18:21:13.621-07,1141,QleGS_DWou9lxMCVqcbdGw,9076,-742,agree,SurfaceProblem
2019-04-16 18:21:23.55-07,294,pn4K6uKsurl7qs5Dx8eUaA,761,-613,agree,SurfaceProblem
2019-04-16 18:22:15.757-07,1935,g3d6_NgjvauPPtOIFBTABQ,11722,-922,agree,Obstacle
2019-04-16 18:22:18.084-07,634,BEa5noICZ6L9qUHmvRSpdA,3495,-855,agree,Obstacle
2019-04-16 18:22:26.323-07,2598,vc81FvLT-3qH9AKzLRA1pw,1870,-780,agree,SurfaceProblem
2019-04-16 18:23:46.776-07,893,vBRjYSo2WAiZh0hTbiK3wQ,7608,-390,agree,NoCurbRamp
2019-04-16 19:01:31.45-07,4446,qQ48eS_nzkq7g07Whpf70Q,11472,-611,disagree,SurfaceProblem
2019-04-16 19:14:01.779-07,2308,1Kr32b9qNLCyDc6jUK0iQQ,5581,-503,agree,CurbRamp
2019-04-16 18:58:00.577-07,4455,dEgJvL1m1fvhSpitC8udAQ,11398,-670,agree,SurfaceProblem
2019-04-16 19:04:24.277-07,4123,GzuJbGhFP6uVjhZvrCQu4A,1622,-579,agree,SurfaceProblem
2019-04-16 19:02:05.871-07,1096,IT2dfDwuT3ILynWGk5l2mQ,6969,-466,agree,NoCurbRamp
2019-04-16 19:05:17.983-07,3788,QhBloqxUTaPKfGZ6x4DS6g,4771,-595,agree,NoCurbRamp
2019-04-16 19:15:04.54-07,954,FINY_I9SgUaz_ZQyVRLy-g,1942,-726,agree,CurbRamp
2019-04-16 19:17:25.42-07,1037,0o5UD2lV47rsCz1NNl2_WQ,11977,-504,agree,NoCurbRamp
2019-04-16 19:31:52.131-07,4591,-nyS-Gnn0QTTQmYvn9vtzQ,8333,-465,disagree,NoCurbRamp
2019-04-16 19:18:22.508-07,2862,X9a3Ud1OOM8XiG_oTBUc1w,10857,-229,disagree,Obstacle
2019-04-16 19:33:52.089-07,3099,Kaw-IXClNJXt-deZoRl0vw,1515,-392,agree,CurbRamp
2019-04-16 19:33:52.266-07,3538,w-Y1kgCUhfLYu4-tnTnb2A,12407,-252,disagree,Obstacle
2019-04-16 19:35:27.584-07,1424,fG8IfgmxxrrbToWxg1L50Q,1604,-253,agree,CurbRamp
2019-04-16 19:32:59.906-07,2307,nNa7rni0Jsc072VR35NrMA,5141,-590,disagree,SurfaceProblem
2019-04-16 19:30:44.666-07,1935,g3d6_NgjvauPPtOIFBTABQ,11722,-922,disagree,Obstacle
2019-04-16 19:35:22.826-07,3512,4rjkXMHmydAqD2G4eqYNYg,12313,-454,disagree,Obstacle
2019-04-16 19:48:27.646-07,2307,nNa7rni0Jsc072VR35NrMA,5141,-590,agree,SurfaceProblem
2019-04-16 19:28:54.639-07,1419,C0QpbhxOk86WgdiHoYyKpw,7944,-387,agree,CurbRamp
2019-04-16 19:35:18.913-07,3538,w-Y1kgCUhfLYu4-tnTnb2A,12407,-252,agree,Obstacle
2019-04-16 19:38:34.016-07,2787,EKF7aMVS97LGLQ4YE9LUPQ,6710,-406,agree,CurbRamp
2019-04-16 19:30:42.364-07,101,prMAsZ283Q-GBpPv9OA2IQ,1254,-758,agree,NoCurbRamp
2019-04-16 19:39:40.418-07,4123,GzuJbGhFP6uVjhZvrCQu4A,1622,-579,disagree,SurfaceProblem
2019-04-16 19:47:44.142-07,1644,XQYW0DFkeikkZ0-m8EXQbA,7344,-321,agree,CurbRamp
2019-04-16 19:41:09.748-07,3814,i2OOPytK_h3Hi6n6PUUIpQ,11798,-697,disagree,SurfaceProblem
2019-04-16 19:48:52.173-07,4047,HQQIEIvmbK3eMnaniGnH-A,7204,-661,agree,CurbRamp
2019-04-16 19:48:46.972-07,4902,bx_k9q5toLAjzY7SjkVxSQ,11753,-138,agree,CurbRamp
2019-04-16 19:47:09.917-07,2039,H9irm0Y2GJSIRrDPiVN3iQ,12876,-440,agree,NoCurbRamp
2019-04-16 19:47:17.191-07,59,dd3XXVb8eaIf5FcUAMqySg,3740,-438,agree,NoCurbRamp
2019-04-16 19:47:31.981-07,3720,9qhlqXRrV2TM7REsCty0JQ,9837,-497,agree,NoCurbRamp
2019-04-16 19:48:49.298-07,4222,J6UT0Vo2y-0RDpBUCguDzA,5490,-596,agree,CurbRamp
2019-04-16 19:55:29.704-07,4682,Z77IZcLuOgthuvbuUQSHhw,8931,-1285,agree,SurfaceProblem
2019-04-16 19:55:38.576-07,4464,a_33_f9E_9hXKyBPCRdlYQ,6224,-769,agree,SurfaceProblem
2019-04-16 19:56:05.918-07,1962,E5oNpMfBKFN2K1EKt0239A,9257,-645,agree,Obstacle
2019-04-16 19:56:44.286-07,2966,ikla97s4t-A2Du3H77IVCA,3939,-521,agree,CurbRamp
2019-04-16 20:14:25.751-07,2484,C53067ydrIIbtOGk9Vb7Zw,7065,-432,agree,Obstacle
2019-04-16 20:24:43.109-07,3401,KCe4bSr7VfB-KnwE2M_x0g,8933,-473,agree,Obstacle
2019-04-16 20:15:32.84-07,3871,dpZS69MIbZKjGYEhRzjxLw,1717,-682,agree,CurbRamp
2019-04-16 20:15:04.005-07,4375,LcHHGFemEOr-NGieevZOUQ,2170,-575,agree,CurbRamp
2019-04-16 19:58:33.821-07,4739,SjfO0IzFeryo4BtzTQq2Iw,5822,-555,agree,SurfaceProblem
2019-04-16 20:15:29.63-07,1406,9AzQqt9lgxYwi6AT79IY0w,6693,-443,agree,CurbRamp
2019-04-16 20:29:02.07-07,1059,aRutmcv8nbLAJDyi35hv0g,11127,-161,agree,SurfaceProblem
2019-04-16 20:12:34.022-07,2082,1wKA2Mzl4Pj5le1zvFu1Mg,3717,-1564,agree,CurbRamp
2019-04-16 20:19:43.306-07,2915,TbnddpqaS4yDkFgxrQEK5Q,2015,-153,disagree,CurbRamp
2019-04-16 20:01:03.468-07,451,HVL0n0BYcC3AQhGiz11dNg,11763,-253,agree,CurbRamp
2019-04-16 20:26:04.167-07,3002,fgn3IEXCCO9cwdt0ZCJDXA,5988,-381,agree,Obstacle
2019-04-16 20:42:56.629-07,1668,uWPAjP8Triep31iGpMjNSw,4722,-494,agree,NoCurbRamp
2019-04-16 20:13:55.623-07,3474,IE-gjeo7o_NIo4bRQ2MsDQ,2684,-345,agree,CurbRamp
2019-04-16 20:00:04.198-07,2988,EcbSAdjcTK4heDn52P_zDg,5512,-462,disagree,Obstacle
2019-04-16 20:27:55.914-07,4900,saqHZp6dOhbhsLTWky1H4w,5557,-501,agree,SurfaceProblem
2019-04-16 20:15:55.045-07,2295,C1tpNsu1e9mDb7MtLpCQEA,10963,-543,agree,CurbRamp
2019-04-16 20:28:26.84-07,3450,l5iehKhf59KY2Ro1N_MD9w,1895,-123,agree,CurbRamp
2019-04-16 20:35:51.515-07,538,7cwGTyrtV6yKUtHO6TmUew,5460,-483,agree,NoCurbRamp
2019-04-16 20:15:26.794-07,2862,X9a3Ud1OOM8XiG_oTBUc1w,10857,-229,agree,Obstacle
2019-04-16 20:16:29.692-07,3512,4rjkXMHmydAqD2G4eqYNYg,12313,-454,disagree,Obstacle
2019-04-16 20:17:11.24-07,3401,KCe4bSr7VfB-KnwE2M_x0g,8933,-473,disagree,Obstacle
2019-04-16 20:13:58.163-07,2586,S8x1X2vPjoV1ja9okHZC6w,5795,-452,agree,CurbRamp
2019-04-16 20:17:19.862-07,2533,5e3Kuxn3vgakasEGFtOzqQ,13114,-308,agree,Obstacle
2019-04-16 20:28:06.088-07,4691,NaMy8o-m8Gp6sSqYqAnI1A,3840,-760,disagree,SurfaceProblem
2019-04-16 20:28:36.578-07,4264,rDUibBx6nLdAFnFnTZzNWg,8849,-627,agree,Obstacle
2019-04-16 20:28:54.695-07,4263,-gijIEBC27iEAegR1tkyKg,11336,-1281,disagree,SurfaceProblem
2019-04-16 20:29:14.658-07,5022,H0Nt5GMr9pWpxdTRetrifw,1107,-458,agree,Obstacle
2019-04-16 20:29:32.412-07,2955,qKcwWu5u88_c2kbSmaX1XA,9758,-783,agree,SurfaceProblem
2019-04-16 20:29:30.912-07,4328,9U_36QrlyBkO7msoyH3U2A,3535,-648,agree,Obstacle
